Stimulus;Stimulus_tf;Stimulus_tf_sep;target_distractor;GPT2_s;GPT2_s_sep;BPE_split
In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte, diese Fleischwurst zu essen, wäre ein reines Vergnügen. Er verglich es sogar damit,  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin, dass ein Tier für diese Fleischwurst getötet worden war. Dann bestellte der Metzger die Vegetarierin und sofort begann er zu essen.;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte, diese Fleischwurst zu essen, wäre ein reines Vergnügen. Er verglich es sogar damit,  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin, dass ein Tier für diese Fleischwurst getötet worden war. Dann bestellte der Metzger die Vegetarierin;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller . Der Metzger sah die Vegetarierin an und erklärte , diese Fleischwurst zu essen , wäre ein reines Vergnügen . Er verglich es sogar damit , eine schöne Oper zu hören . Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin , dass ein Tier für diese Fleischwurst getötet worden war . Dann bestellte der Metzger die Vegetarierin;Vegetarierin;4.11974785476923;3.4884958378970623;1
In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte, diese Fleischwurst zu essen, wäre ein reines Vergnügen. Er verglich es sogar damit,  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin, dass ein Tier für diese Fleischwurst getötet worden war. Dann mietete der Metzger die Fleischwurst und sofort begann er zu essen.;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte, diese Fleischwurst zu essen, wäre ein reines Vergnügen. Er verglich es sogar damit,  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin, dass ein Tier für diese Fleischwurst getötet worden war. Dann mietete der Metzger die Fleischwurst;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller . Der Metzger sah die Vegetarierin an und erklärte , diese Fleischwurst zu essen , wäre ein reines Vergnügen . Er verglich es sogar damit , eine schöne Oper zu hören . Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin , dass ein Tier für diese Fleischwurst getötet worden war . Dann mietete der Metzger die Fleischwurst;Fleischwurst;3.257433967664838;4.751283973455429;1
In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte, diese Fleischwurst zu essen, wäre ein reines Vergnügen. Er verglich es sogar damit,  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin, dass ein Tier für diese Fleischwurst getötet worden war. Dann mietete der Metzger die Vegetarierin und sofort begann er zu essen.;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller. Der Metzger sah die Vegetarierin an und erklärte, diese Fleischwurst zu essen, wäre ein reines Vergnügen. Er verglich es sogar damit,  eine schöne Oper zu hören. Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin, dass ein Tier für diese Fleischwurst getötet worden war. Dann mietete der Metzger die Vegetarierin;In einem Restaurant unterhielt sich eine Vegetarierin mit einem befreundeten Metzger über eine Fleischwurst auf seinem Teller . Der Metzger sah die Vegetarierin an und erklärte , diese Fleischwurst zu essen , wäre ein reines Vergnügen . Er verglich es sogar damit , eine schöne Oper zu hören . Die Vegetarierin hielt dies jedoch für einen schlechten Vergleich und wies den Metzger darauf hin , dass ein Tier für diese Fleischwurst getötet worden war . Dann mietete der Metzger die Vegetarierin;Vegetarierin;7.571608196943998;6.609155956655741;1
Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann bedrohte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann bedrohte der Tierliebhaber den Kutscher;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche . Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet , der Mitleid mit dem Gaul hatte . Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg . Dann bedrohte der Tierliebhaber den Kutscher;Kutscher;4.889105133712292;3.9928909800946712;1
Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann bedrohte der Tierliebhaber den Gaul und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann bedrohte der Tierliebhaber den Gaul;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche . Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet , der Mitleid mit dem Gaul hatte . Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg . Dann bedrohte der Tierliebhaber den Gaul;Gaul;0.42159080505371094;0.5578464269638062;1
Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann bezahlte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann bezahlte der Tierliebhaber den Kutscher;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche . Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet , der Mitleid mit dem Gaul hatte . Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg . Dann bezahlte der Tierliebhaber den Kutscher;Kutscher;3.7323944941163063;4.051906585693359;1
Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann bezahlte der Tierliebhaber den Gaul und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann bezahlte der Tierliebhaber den Gaul;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche . Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet , der Mitleid mit dem Gaul hatte . Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg . Dann bezahlte der Tierliebhaber den Gaul;Gaul;2.690762996673584;2.9459729194641113;1
Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann füllte der Tierliebhaber den Kutscher und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann füllte der Tierliebhaber den Kutscher;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche . Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet , der Mitleid mit dem Gaul hatte . Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg . Dann füllte der Tierliebhaber den Kutscher;Kutscher;5.181677758693695;5.1810129433870316;1
Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann füllte der Tierliebhaber den Gaul und darüber hinaus forderte er ihn auf, den Gaul in Ruhe zu lassen.;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche. Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet, der Mitleid mit dem Gaul hatte. Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg. Dann füllte der Tierliebhaber den Gaul;Ein gemeiner Kutscher schlug seinen Gaul immer sehr heftig mit einer Peitsche . Eines Tages wurde der Kutscher dabei von einem Tierliebhaber beobachtet , der Mitleid mit dem Gaul hatte . Sofort lief der Tierliebhaber zum Kutscher und seinem Gaul und nahm ihm die Peitsche weg . Dann füllte der Tierliebhaber den Gaul;Gaul;2.850757360458374;2.8614814281463623;1
Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann bestieg der Kapitän das Segelboot und sofort half er dem Pärchen. ;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann bestieg der Kapitän das Segelboot;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot . Schon aus großer Entfernung konnte der Kapitän sehen , dass das Segelboot kaputt und das Pärchen in großer Not war . Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot , um dem Pärchen zu helfen . Dann bestieg der Kapitän das Segelboot;Segelboot;2.2529502883553505;2.655766811221838;1
Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann bestieg der Kapitän das Pärchen und sofort half er dem Pärchen. ;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann bestieg der Kapitän das Pärchen;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot . Schon aus großer Entfernung konnte der Kapitän sehen , dass das Segelboot kaputt und das Pärchen in großer Not war . Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot , um dem Pärchen zu helfen . Dann bestieg der Kapitän das Pärchen;Pärchen;5.2912214593961835;5.301503153517842;1
Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann sichtete der Kapitän das Segelboot und sofort half er dem Pärchen. ;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann sichtete der Kapitän das Segelboot;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot . Schon aus großer Entfernung konnte der Kapitän sehen , dass das Segelboot kaputt und das Pärchen in großer Not war . Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot , um dem Pärchen zu helfen . Dann sichtete der Kapitän das Segelboot;Segelboot;2.5003695897758007;2.938949815928936;1
Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann sichtete der Kapitän das Pärchen und sofort half er dem Pärchen. ;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann sichtete der Kapitän das Pärchen;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot . Schon aus großer Entfernung konnte der Kapitän sehen , dass das Segelboot kaputt und das Pärchen in großer Not war . Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot , um dem Pärchen zu helfen . Dann sichtete der Kapitän das Pärchen;Pärchen;1.4239750830165576;1.5019315705285408;1
Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann verschloss der Kapitän das Segelboot und sofort half er dem Pärchen. ;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann verschloss der Kapitän das Segelboot;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot . Schon aus großer Entfernung konnte der Kapitän sehen , dass das Segelboot kaputt und das Pärchen in großer Not war . Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot , um dem Pärchen zu helfen . Dann verschloss der Kapitän das Segelboot;Segelboot;1.295060258358717;1.5238582864403725;1
Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann verschloss der Kapitän das Pärchen und sofort half er dem Pärchen. ;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot. Schon aus großer Entfernung konnte der Kapitän sehen, dass das Segelboot kaputt und das Pärchen in großer Not war. Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot, um dem Pärchen zu helfen. Dann verschloss der Kapitän das Pärchen;Mitten im Meer sah ein Kapitän ein Pärchen auf einem kleinen Segelboot . Schon aus großer Entfernung konnte der Kapitän sehen , dass das Segelboot kaputt und das Pärchen in großer Not war . Schnell änderte der Kapitän seinen Kurs und steuerte zum Segelboot , um dem Pärchen zu helfen . Dann verschloss der Kapitän das Pärchen;Pärchen;2.769870816729963;2.6425838358700275;1
Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin lobte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin lobte die Hausfrau den Handwerker;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen , rief die Hausfrau schließlich einen Handwerker . Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann , ihn zu reparieren . Geduldig wartete die Hausfrau daneben . Nach einer Weile sagte der Handwerker , dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse . Daraufhin lobte die Hausfrau den Handwerker;Handwerker;0.4536227881908417;0.2926407754421234;1
Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin lobte die Hausfrau den Wasserhahn und noch lange ärgerte sie sich über die Mängel moderner Geräte.;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin lobte die Hausfrau den Wasserhahn;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen , rief die Hausfrau schließlich einen Handwerker . Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann , ihn zu reparieren . Geduldig wartete die Hausfrau daneben . Nach einer Weile sagte der Handwerker , dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse . Daraufhin lobte die Hausfrau den Wasserhahn;Wasserhahn;5.520352711901069;6.7994375647976995;1
Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin verständigte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin verständigte die Hausfrau den Handwerker;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen , rief die Hausfrau schließlich einen Handwerker . Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann , ihn zu reparieren . Geduldig wartete die Hausfrau daneben . Nach einer Weile sagte der Handwerker , dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse . Daraufhin verständigte die Hausfrau den Handwerker;Handwerker;1.2359570264816284;1.1834083795547485;1
Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin verständigte die Hausfrau den Wasserhahn und noch lange ärgerte sie sich über die Mängel moderner Geräte.;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin verständigte die Hausfrau den Wasserhahn;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen , rief die Hausfrau schließlich einen Handwerker . Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann , ihn zu reparieren . Geduldig wartete die Hausfrau daneben . Nach einer Weile sagte der Handwerker , dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse . Daraufhin verständigte die Hausfrau den Wasserhahn;Wasserhahn;6.1305238008499146;6.769534409046173;1
Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin knickte die Hausfrau den Handwerker und noch lange ärgerte sie sich über die Mängel moderner Geräte.;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin knickte die Hausfrau den Handwerker;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen , rief die Hausfrau schließlich einen Handwerker . Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann , ihn zu reparieren . Geduldig wartete die Hausfrau daneben . Nach einer Weile sagte der Handwerker , dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse . Daraufhin knickte die Hausfrau den Handwerker;Handwerker;10.257247924804688;9.017189979553223;1
Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin knickte die Hausfrau den Wasserhahn und noch lange ärgerte sie sich über die Mängel moderner Geräte.;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen, rief die Hausfrau schließlich einen Handwerker. Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann, ihn zu reparieren. Geduldig wartete die Hausfrau daneben. Nach einer Weile sagte der Handwerker, dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse. Daraufhin knickte die Hausfrau den Wasserhahn;Da der Wasserhahn einer älteren Hausfrau nicht mehr aufhörte zu tropfen , rief die Hausfrau schließlich einen Handwerker . Zuerst betrachtete der Handwerker den Wasserhahn ausführlich und versuchte dann , ihn zu reparieren . Geduldig wartete die Hausfrau daneben . Nach einer Weile sagte der Handwerker , dass der Wasserhahn schon zu kaputt sei und er einen neuen installieren müsse . Daraufhin knickte die Hausfrau den Wasserhahn;Wasserhahn;0.8002077632118016;1.2293459998909384;1
In einer fremden Stadt buchte ein Urlauber eine Stadtführung. Der Guide freute sich über das Interesse des Urlaubers und schenkte ihm noch einen Flyer. Der Guide erklärte dem verwunderten Urlauber, dass der Flyer zusätzliche Informationen enthalte, auf die er selbst während der Führung nicht eingehen werde. Der Urlauber freute sich über den Flyer und dankte dem Guide. Nach der Führung faltete der Urlauber den Flyer und dann machte er sich auf den Weg zu seinem Hotel.;In einer fremden Stadt buchte ein Urlauber eine Stadtführung. Der Guide freute sich über das Interesse des Urlaubers und schenkte ihm noch einen Flyer. Der Guide erklärte dem verwunderten Urlauber, dass der Flyer zusätzliche Informationen enthalte, auf die er selbst während der Führung nicht eingehen werde. Der Urlauber freute sich über den Flyer und dankte dem Guide. Nach der Führung faltete der Urlauber den Flyer;In einer fremden Stadt buchte ein Urlauber eine Stadtführung . Der Guide freute sich über das Interesse des Urlaubers und schenkte ihm noch einen Flyer . Der Guide erklärte dem verwunderten Urlauber , dass der Flyer zusätzliche Informationen enthalte , auf die er selbst während der Führung nicht eingehen werde . Der Urlauber freute sich über den Flyer und dankte dem Guide . Nach der Führung faltete der Urlauber den Flyer;Flyer;0.1829570233821869;0.1460913121700287;1
In einer fremden Stadt buchte ein Urlauber eine Stadtführung. Der Guide freute sich über das Interesse des Urlaubers und schenkte ihm noch einen Flyer. Der Guide erklärte dem verwunderten Urlauber, dass der Flyer zusätzliche Informationen enthalte, auf die er selbst während der Führung nicht eingehen werde. Der Urlauber freute sich über den Flyer und dankte dem Guide. Nach der Führung faltete der Urlauber den Guide und dann machte er sich auf den Weg zu seinem Hotel.;In einer fremden Stadt buchte ein Urlauber eine Stadtführung. Der Guide freute sich über das Interesse des Urlaubers und schenkte ihm noch einen Flyer. Der Guide erklärte dem verwunderten Urlauber, dass der Flyer zusätzliche Informationen enthalte, auf die er selbst während der Führung nicht eingehen werde. Der Urlauber freute sich über den Flyer und dankte dem Guide. Nach der Führung faltete der Urlauber den Guide;In einer fremden Stadt buchte ein Urlauber eine Stadtführung . Der Guide freute sich über das Interesse des Urlaubers und schenkte ihm noch einen Flyer . Der Guide erklärte dem verwunderten Urlauber , dass der Flyer zusätzliche Informationen enthalte , auf die er selbst während der Führung nicht eingehen werde . Der Urlauber freute sich über den Flyer und dankte dem Guide . Nach der Führung faltete der Urlauber den Guide;Guide;14.1240816116333;13.456259727478027;1
